bookID,title,short_title
20659, Ministry of Disturbance,Ministry of Disturbance
20668, The Tribes and Castes of the Central Provinces of India, Volume 4,The Tribes and Castes of the Central Provinces of India, Volume 4
20847, India: What can it teach us?|A Course of Lectures Delivered before the University Of Cambridge,India: What can it teach us?
20913, A Woman's Journey through the Philippines|On a Cable Ship that Linked Together the Strange Lands Seen En Route,A Woman's Journey through the Philippines
2106, History of Friedrich II of Prussia - Volume 06,History of Friedrich II of Prussia - Volume 06
21216, Catharine's Peril, or The Little Russian Girl Lost in a Forest|And Other Stories,Catharine's Peril, or The Little Russian Girl Lost in a Forest
21248, The Little Colonel: Maid of Honor,The Little Colonel: Maid of Honor
21249, Clayhanger,Clayhanger
2142, Childhood,Childhood
21443, Vesty of the Basins,Vesty of the Basins
21594, Fred Fenton on the Crew; Or, The Young Oarsmen of Riverport School,Fred Fenton on the Crew; Or, The Young Oarsmen of Riverport School
21664, George at the Fort; Or, Life Among the Soldiers,George at the Fort; Or, Life Among the Soldiers
21935, Prince Prigio|From His Own Fairy Book,Prince Prigio
22052, Standish of Standish: A Story of the Pilgrims,Standish of Standish: A Story of the Pilgrims
22335, Harrison's New Nursery Picture Book,Harrison's New Nursery Picture Book
22370, A Little Maid of Old Philadelphia,A Little Maid of Old Philadelphia
22418, Dollars and Sense,Dollars and Sense
22510, Documentary History of the Rio Grande Pueblos of New Mexico; I. Bibliographic Introduction|Papers of the School of American Archaeology, No. 13,Documentary History of the Rio Grande Pueblos of New Mexico; I. Bibliographic Introduction
22531, Amores|Poems,Amores
2254, Henry VI, Part 1,Henry VI, Part 1
22544, A World is Born,A World is Born
22690, Rembrandt and His Works|Comprising a Short Account of His Life; with a Critical Examination into His Principles and Practice of Design, Light, Shade, and Colour. Illustrated by Examples from the Etchings of Rembrandt.,Rembrandt and His Works
2277, Condensed Novels,Condensed Novels
22800, Mary Wollstonecraft,Mary Wollstonecraft
22998, Janet of the Dunes,Janet of the Dunes
23015, Run To Seed|1891,Run To Seed
23056, The Rendezvous|1907,The Rendezvous
23102, This World Must Die!,This World Must Die!
23287, Lavengro|The Scholar, the Gypsy, the Priest,Lavengro
23332, Greetings from Longfellow,Greetings from Longfellow
2344, The Adventure of the Cardboard Box,The Adventure of the Cardboard Box
23499, The Hunters' Feast: Conversations Around the Camp Fire,The Hunters' Feast: Conversations Around the Camp Fire
23541, Dick, Marjorie and Fidge: A Search for the Wonderful Dodo,Dick, Marjorie and Fidge: A Search for the Wonderful Dodo
23649, The Sugar-Plumb|or, Golden Fairing,The Sugar-Plumb
23773, The Coming Wave; Or, The Hidden Treasure of High Rock,The Coming Wave; Or, The Hidden Treasure of High Rock
23829, Under the Rebel's Reign,Under the Rebel's Reign
24186, Zionism and Anti-Semitism,Zionism and Anti-Semitism
24244, A Girl of the Commune,A Girl of the Commune
24360, The Life of Napoleon Bonaparte. Vol. 1 (of 4),The Life of Napoleon Bonaparte. Vol. 1 (of 4)
24395, The Winds of Time,The Winds of Time
2465, Carmen,Carmen
24751, The Kitchen Cat and Other Stories,The Kitchen Cat and Other Stories
24895, The Call Of The South|1908,The Call Of The South
25007, Fifty Soups,Fifty Soups
25042, Color Value,Color Value
25803, The Keepers of the King's Peace,The Keepers of the King's Peace
25869, Patty's Success,Patty's Success
2599, Legends and Tales,Legends and Tales
26075, The Erie Train Boy,The Erie Train Boy
26111, In A New World; or, Among The Gold Fields Of Australia,In A New World; or, Among The Gold Fields Of Australia
26115, A Small Boy and Others,A Small Boy and Others
26153, The Last of the Legions and Other Tales of Long Ago,The Last of the Legions and Other Tales of Long Ago
26178, The Mirror of Taste, and Dramatic Censor|Volume I, Number 3,The Mirror of Taste, and Dramatic Censor
26259, Her Mother's Secret,Her Mother's Secret
26424, Great Men and Famous Women. Vol. 4|A series of pen and pencil sketches of the lives of more than 200 of the most prominent personages in History,Great Men and Famous Women. Vol. 4
26441, Humanity in the City,Humanity in the City
26450, The Story of Paris,The Story of Paris
26683, The Girl Wanted:  A Book of Friendly Thoughts,The Girl Wanted:  A Book of Friendly Thoughts
26880, The Bronze Age in Ireland,The Bronze Age in Ireland
27212, The Life of the Party,The Life of the Party
27394, A New Guide for Emigrants to the West,A New Guide for Emigrants to the West
2748, Derues|Celebrated Crimes,Derues
27551, Hannibal|Makers of History,Hannibal
2764, The Mahatma and the Hare: A Dream Story,The Mahatma and the Hare: A Dream Story
27642, Lectures in Navigation,Lectures in Navigation
27674, The Boy Volunteers with the Submarine Fleet,The Boy Volunteers with the Submarine Fleet
27676, The 1999 CIA World Factbook,The 1999 CIA World Factbook
27802, Darius the Great|Makers of History,Darius the Great
27850, The Young Alaskans in the Rockies,The Young Alaskans in the Rockies
27933, Forest Neighbors: Life Stories of Wild Animals,Forest Neighbors: Life Stories of Wild Animals
2795, Bob, Son of Battle,Bob, Son of Battle
28016, In the Tail of the Peacock,In the Tail of the Peacock
28098, Holiday Tales: Christmas in the Adirondacks,Holiday Tales: Christmas in the Adirondacks
28160, The 'Pioneer': Light Passenger Locomotive of 1851|United States Bulletin 240, Contributions from the Museum of History and Technology, paper 42, 1964,The 'Pioneer': Light Passenger Locomotive of 1851
28244, The Gay Rebellion,The Gay Rebellion
28509, The Brass Bound Box,The Brass Bound Box
2901, Studies and Essays: Censorship and Art,Studies and Essays: Censorship and Art
29054, Orthodoxy: Its Truths And Errors,Orthodoxy: Its Truths And Errors
29080, Plain Words for Christ,|Being a Series of Readings for Working Men,Plain Words for Christ,
2933, On Some Fossil Remains of Man,On Some Fossil Remains of Man
29334, The Colonial Architecture of Philadelphia,The Colonial Architecture of Philadelphia
2935, On the Study of Zoology,On the Study of Zoology
29385, The Story of the Great War, Volume 6|History of the European War from Official Sources,The Story of the Great War, Volume 6
29408, Wanderer of Infinity,Wanderer of Infinity
29606, The Emigrant|or Reflections While Descending the Ohio,The Emigrant
29672, Cossack Fairy Tales and Folk Tales,Cossack Fairy Tales and Folk Tales
29674, Higher Education and Business Standards,Higher Education and Business Standards
29726, The Strollers,The Strollers
30047, Aircraft and Submarines|The Story of the Invention, Development, and Present-Day Uses of War's Newest Weapons,Aircraft and Submarines
30088, Dorothy Dainty at the Mountains,Dorothy Dainty at the Mountains
3017, The Forerunner, Volume 1 (1909-1910),The Forerunner, Volume 1 (1909-1910)
30233, Folk-lore in Borneo|A Sketch,Folk-lore in Borneo
30339, Status Quo,Status Quo
30548, The Shores of the Adriatic|The Austrian Side, The KÃ¼stenlande, Istria, and Dalmatia,The Shores of the Adriatic
30953, The Boy Scout and Other Stories for Boys,The Boy Scout and Other Stories for Boys
31029, I'll Leave It To You: A Light Comedy In Three Acts,I'll Leave It To You: A Light Comedy In Three Acts
31263, Bark Kathleen Sunk By A Whale|To Which is Added an Account of Two Like Occurrences, the Loss of Ships Ann Alexander and Essex,Bark Kathleen Sunk By A Whale
31268, Civilization the Primal Need of the Race, and The Attitude of the American Mind Toward the Negro Intellect|The American Negro Academy. Occasional Paper No. 3,Civilization the Primal Need of the Race, and The Attitude of the American Mind Toward the Negro Intellect
31333, The Disfranchisement of the Negro|The American Negro Academy. Occasional Papers No. 6,The Disfranchisement of the Negro
31477, Point Spread Poems,Point Spread Poems
31607, In the Brooding Wild,In the Brooding Wild
31615, Chicago's Black Traffic in White Girls,Chicago's Black Traffic in White Girls
31765, My Lady of the Chimney Corner,My Lady of the Chimney Corner
31840, Ring Once for Death,Ring Once for Death
32028, The Battle of Stone River,The Battle of Stone River
32058, American Slave Trade|Or, An Account of the Manner in which the Slave Dealers take Free People from some of the United States of America, and carry them away, and sell them as Slaves in other of the States; and of the horrible Cruelties  practised in the carrying on of this most infamous Traffic,American Slave Trade
32191, The Sentimental Vikings,The Sentimental Vikings
32307, A Brief Account of Radio-activity,A Brief Account of Radio-activity
32321, The Book,The Book
32712, Cube Root of Conquest,Cube Root of Conquest
32845, International Short Stories: American,International Short Stories: American
33151, The Expositor's Bible: The Gospel of St. John, Vol. I,The Expositor's Bible: The Gospel of St. John, Vol. I
33430, Mosada: A dramatic poem,Mosada: A dramatic poem
33573, The Progressionists, and Angela.,The Progressionists, and Angela.
33642, Earth Alert!,Earth Alert!
33643, In the Day of Adversity,In the Day of Adversity
33769, The Harwich Naval Forces: Their Part in the Great War,The Harwich Naval Forces: Their Part in the Great War
33777, Tom Brown at Rugby,Tom Brown at Rugby
33867, King of Camargue,King of Camargue
34068, A brief sketch of the work of Matthew Fontaine Maury during the war, 1861-1865,A brief sketch of the work of Matthew Fontaine Maury during the war, 1861-1865
34108, The Sacred Egoism of Sinn FÃ©in,The Sacred Egoism of Sinn FÃ©in
34167, A Lady's Captivity among Chinese Pirates in the Chinese Seas,A Lady's Captivity among Chinese Pirates in the Chinese Seas
34180, The Exploits and Triumphs, in Europe, of Paul Morphy, the Chess Champion,The Exploits and Triumphs, in Europe, of Paul Morphy, the Chess Champion
342, Margaret Ogilvy,Margaret Ogilvy
34205, Some Little People,Some Little People
34313, Literature in the Making, by Some of Its Makers,Literature in the Making, by Some of Its Makers
34686, Vestigia. Vol. II.,Vestigia. Vol. II.
3492, Homespun Tales,Homespun Tales
3493, Widger's Quotations from the Project Gutenberg Editions of the Works of Oliver W. Holmes, Sr.,Widger's Quotations from the Project Gutenberg Editions of the Works of Oliver W. Holmes, Sr.
35014, Among the Night People,Among the Night People
35265, A Search For A Secret: A Novel. Vol. 2,A Search For A Secret: A Novel. Vol. 2
35375, The proceedings of the Canadian Eclipse Party, 1869,The proceedings of the Canadian Eclipse Party, 1869
35401, Friend Island,Friend Island
35487, Swamp Cat,Swamp Cat
35515, Arthur Machen: A Novelist of Ecstasy and Sin|With Two Uncollected Poems by Arthur Machen,Arthur Machen: A Novelist of Ecstasy and Sin
35860, Essays,Essays
35907, Love, Worship and Death: Some Renderings from the Greek Anthology,Love, Worship and Death: Some Renderings from the Greek Anthology
35940, The Golden Galleon|Being a Narrative of the Adventures of Master Gilbert Oglander, and of how, in the Year 1591, he fought under the gallant Sir Richard Grenville in the Great Sea-fight off Flores, on board her Majesty's Ship the Revenge,The Golden Galleon
36069, Explorers and Travellers,Explorers and Travellers
36160, Rachel Gray: A Tale Founded on Fact,Rachel Gray: A Tale Founded on Fact
36222, Essays in the Study of Folk-Songs (1886),Essays in the Study of Folk-Songs (1886)
36242, Narrative of a Voyage to the West Indies and Mexico in the Years 1599-1602,Narrative of a Voyage to the West Indies and Mexico in the Years 1599-1602
36252, Sounding the Ocean of Air|Being Six Lectures Delivered Before the Lowell Institute of Boston, in December 1898,Sounding the Ocean of Air
36257, The Fatal Falsehood: A Tragedy. In Five Acts,The Fatal Falsehood: A Tragedy. In Five Acts
36481, Auriol; or, The Elixir of Life,Auriol; or, The Elixir of Life
36495, Astronomical Myths: Based on Flammarions's History of the Heavens,Astronomical Myths: Based on Flammarions's History of the Heavens
36690, Anarchism,Anarchism
36778, Twenty-Five Years in the Rifle Brigade,Twenty-Five Years in the Rifle Brigade
36796, Bygones Worth Remembering, Vol. 2 (of 2),Bygones Worth Remembering, Vol. 2 (of 2)
36937, Judith Trachtenberg: A Novel,Judith Trachtenberg: A Novel
36996, Mystic Immanence, the Indwelling Spirit,Mystic Immanence, the Indwelling Spirit
37100, The Backwoodsman; Or, Life on the Indian Frontier,The Backwoodsman; Or, Life on the Indian Frontier
37126, Salome,Salome
3715, The Parenticide Club,The Parenticide Club
37168, Norston's Rest,Norston's Rest
37262, The Shadow of the Past,The Shadow of the Past
37269, The Triumph of Jill,The Triumph of Jill
37364, The Second Jungle Book,The Second Jungle Book
374, Fantastic Fables,Fantastic Fables
37454, The Automobile Girls Along the Hudson; Or, Fighting Fire in Sleepy Hollow,The Automobile Girls Along the Hudson; Or, Fighting Fire in Sleepy Hollow
37566, Natural History of the Ornate Box Turtle, Terrapene ornata ornata Agassiz,Natural History of the Ornate Box Turtle, Terrapene ornata ornata Agassiz
37877, Goody Two Shoes,Goody Two Shoes
3790, Major Barbara,Major Barbara
38097, Aphorisms and Reflections from the Works of T. H. Huxley,Aphorisms and Reflections from the Works of T. H. Huxley
38104, English Secularism: A Confession Of Belief,English Secularism: A Confession Of Belief
3818, By Reef and Palm,By Reef and Palm
38184, New Method of Horsemanship|Including the Breaking and Training of Horses, with Instructions for Obtaining a Good Seat.,New Method of Horsemanship
38207, On the Origin and Metamorphoses of Insects,On the Origin and Metamorphoses of Insects
38321, Economy of the Round Dairy Barn,Economy of the Round Dairy Barn
38329, The Romance of Industry and Invention,The Romance of Industry and Invention
38453, The Radio Boys at Mountain Pass; Or, The Midnight Call for Assistance,The Radio Boys at Mountain Pass; Or, The Midnight Call for Assistance
38599, The Miracle Songs of Jesus,The Miracle Songs of Jesus
38610, Frank Merriwell's New Comedian; Or, The Rise of a Star,Frank Merriwell's New Comedian; Or, The Rise of a Star
3864, Memoirs of Louis XIV and His Court and of the Regency - Volume 05,Memoirs of Louis XIV and His Court and of the Regency - Volume 05
38665, The Courtship of Morrice Buckler: A Romance,The Courtship of Morrice Buckler: A Romance
38863, My Lords of Strogue, Vol. 3 (of 3)|A Chronicle of Ireland, from the Convention to the Union,My Lords of Strogue, Vol. 3 (of 3)
38927, The Mountainy Singer,The Mountainy Singer
38940, The Last Words (Real and Traditional) of Distinguished Men and Women,The Last Words (Real and Traditional) of Distinguished Men and Women
39144, Under Four Administrations, from Cleveland to Taft|Recollections of Oscar S. Straus ...,Under Four Administrations, from Cleveland to Taft
39180, Ti-Ping Tien-Kwoh: The History of the Ti-Ping Revolution (Volume I),Ti-Ping Tien-Kwoh: The History of the Ti-Ping Revolution (Volume I)
3919, The Red Lily - Volume 01,The Red Lily - Volume 01
39250, Myths of Greece and Rome|Narrated with Special Reference to Literature and Art,Myths of Greece and Rome
39264, The Grotesque in Church Art,The Grotesque in Church Art
39344, The Diplomatic Correspondence of the American Revolution, Vol. 06,The Diplomatic Correspondence of the American Revolution, Vol. 06
39434, Vistas of New York,Vistas of New York
39485, Ghosts and Family Legends: A Volume for Christmas,Ghosts and Family Legends: A Volume for Christmas
39490, A Lad of Grit: A Story of Adventure on Land and Sea in Restoration Times,A Lad of Grit: A Story of Adventure on Land and Sea in Restoration Times
39532, Curious Epitaphs,Curious Epitaphs
3972, The Ink-Stain (Tache d'encre) - Volume 1,The Ink-Stain (Tache d'encre) - Volume 1
39851, Victorian Literature: Sixty Years of Books and Bookmen,Victorian Literature: Sixty Years of Books and Bookmen
39897, Discoveries Among the Ruins of Nineveh and Babylon,Discoveries Among the Ruins of Nineveh and Babylon
39983, The Weird of the Wentworths: A Tale of George IV's Time, Vol. 2,The Weird of the Wentworths: A Tale of George IV's Time, Vol. 2
40073, A Lively Bit of the Front: A Tale of the New Zealand Rifles on the Western Front,A Lively Bit of the Front: A Tale of the New Zealand Rifles on the Western Front
40111, In Silk Attire: A Novel,In Silk Attire: A Novel
40152, Phil-o-rum's Canoe, and Madeleine Vercheres: Two Poems,Phil-o-rum's Canoe, and Madeleine Vercheres: Two Poems
40241, Hieroglyphics,Hieroglyphics
40355, Nooks and Corners of Shropshire,Nooks and Corners of Shropshire
40381, Vistas in Sicily,Vistas in Sicily
40387, Studies of Christianity; Or, Timely Thoughts for Religious Thinkers,Studies of Christianity; Or, Timely Thoughts for Religious Thinkers
40412, Through the Year with Famous Authors,Through the Year with Famous Authors
40519, The Captain of the Janizaries|A story of the times of Scanderberg and the fall of Constantinople,The Captain of the Janizaries
40526, The Chronicles of Rhoda,The Chronicles of Rhoda
40575, The Great Commission. Miscellaneous Writings of C. H. Mackintosh, vol. IV,The Great Commission. Miscellaneous Writings of C. H. Mackintosh, vol. IV
4077, The Mariner of St. Malo : A chronicle of the voyages of Jacques Cartier,The Mariner of St. Malo : A chronicle of the voyages of Jacques Cartier
40795, Scarlet and Hyssop: A Novel,Scarlet and Hyssop: A Novel
4092, The Monikins,The Monikins
40939, Under Cover,Under Cover
41023, From Workhouse to Westminster: The Life Story of Will Crooks, M.P.,From Workhouse to Westminster: The Life Story of Will Crooks, M.P.
41104, The Amazing Argentine: A New Land of Enterprise,The Amazing Argentine: A New Land of Enterprise
41333, The Awakening of the Desert,The Awakening of the Desert
41394, Michigan Trees: A Handbook of the Native and Most Important Introduced Species,Michigan Trees: A Handbook of the Native and Most Important Introduced Species
41502, The All-Sufficiency of Christ. Miscellaneous Writings of C. H. Mackintosh, vol. I,The All-Sufficiency of Christ. Miscellaneous Writings of C. H. Mackintosh, vol. I
41606, Comets and Meteors|Their phenomena in all ages; their mutual relations; and the theory of their origin.,Comets and Meteors
41662, The Spell of the White Sturgeon,The Spell of the White Sturgeon
41750, The Magistrate: A Farce in Three Acts,The Magistrate: A Farce in Three Acts
42014, Meg of Mystery Mountain,Meg of Mystery Mountain
42106, How to Fence|Containing Full Instruction for Fencing and the Use of the Broadsword; Also Instruction in Archery,How to Fence
4235, Dynevor Terrace; Or, The Clue of Life - Volume 1,Dynevor Terrace; Or, The Clue of Life - Volume 1
42395, The Circle: A Comedy in Three Acts,The Circle: A Comedy in Three Acts
42408, Growing Up: A Story of the Girlhood of Judith Mackenzie,Growing Up: A Story of the Girlhood of Judith Mackenzie
42507, A Tenderfoot Bride: Tales from an Old Ranch,A Tenderfoot Bride: Tales from an Old Ranch
42652, Scott, Greenwood Catalogue of Special Technical Works, January 1905,Scott, Greenwood Catalogue of Special Technical Works, January 1905
42681, The Hero of the People: A Historical Romance of Love, Liberty and Loyalty,The Hero of the People: A Historical Romance of Love, Liberty and Loyalty
42764, The Ethics of Medical Homicide and Mutilation,The Ethics of Medical Homicide and Mutilation
42926, The Last of Their Race,The Last of Their Race
43197, The Golden Boys and Their New Electric Cell,The Golden Boys and Their New Electric Cell
43415, Insomnia; and Other Disorders of Sleep,Insomnia; and Other Disorders of Sleep
43537, Hesperothen; Notes from the West, Vol. 1 (of 2)|A Record of a Ramble in the United States and Canada in the Spring and Summer of 1881,Hesperothen; Notes from the West, Vol. 1 (of 2)
43643, Foods and Culinary Utensils of the Ancients,Foods and Culinary Utensils of the Ancients
43827, The Law Inevitable,The Law Inevitable
44101, The Holy Roman Empire,The Holy Roman Empire
44129, Fair Haven and Foul Strand,Fair Haven and Foul Strand
44247, Anne of Geierstein; Or, The Maiden of the Mist. Volume 2 (of 2),Anne of Geierstein; Or, The Maiden of the Mist. Volume 2 (of 2)
44262, The Spanish Brothers: A Tale of the Sixteenth Century,The Spanish Brothers: A Tale of the Sixteenth Century
44319, Miss Heck's Thanksgiving Party; or, Topsy Up To Date,Miss Heck's Thanksgiving Party; or, Topsy Up To Date
44434, The Bachelor's Own Book|Being Twenty-Four Passages in the Life of Mr. Lambkin, (Gent.),The Bachelor's Own Book
44462, How to Make Electrical Machines|Containing Full Directions for Making Electrical Machines, Induction Coils, Dynamos, and Many Novel Toys to Be Worked by Electricity,How to Make Electrical Machines
44579, Slavery in Pennsylvania|A Dissertation Submitted to the Board of University Studies of the Johns Hopkins University in Conformity with the Requirements for the Degree of Doctor of Philosophy, 1910,Slavery in Pennsylvania
44684, The Pilgrims' Way from Winchester to Canterbury,The Pilgrims' Way from Winchester to Canterbury
44750, The Library of Work and Play: Home Decoration,The Library of Work and Play: Home Decoration
44789, A Noble Queen: A Romance of Indian History (Volume 3 of 3),A Noble Queen: A Romance of Indian History (Volume 3 of 3)
44801, Four Hundred Humorous Illustrations|With Portrait and Biographical Sketch,Four Hundred Humorous Illustrations
44994, A Lady's Tour in Corsica, Vol. 2 (of 2),A Lady's Tour in Corsica, Vol. 2 (of 2)
4506, Lost in the Fog,Lost in the Fog
45072, How We Robbed Mexico in 1848,How We Robbed Mexico in 1848
45187, The Household of Sir Thomas More,The Household of Sir Thomas More
4525, The Farm That Won't Wear Out,The Farm That Won't Wear Out
45339, The Practical Ostrich Feather Dyer,The Practical Ostrich Feather Dyer
45382, The Blue and the Gray; Or, The Civil War as Seen by a Boy|A Story of Patriotism and Adventure in Our War for the Union,The Blue and the Gray; Or, The Civil War as Seen by a Boy
455, The University of Hard Knocks,The University of Hard Knocks
45596, The Insect World|Being a Popular Account of the Orders of Insects; Together with a Description of the Habits and Economy of Some of the Most Interesting Species,The Insect World
45613, Don Winslow of the Navy,Don Winslow of the Navy
45663, Nan of the Gypsies,Nan of the Gypsies
45689, The Arrival of Jimpson, and Other Stories for Boys about Boys,The Arrival of Jimpson, and Other Stories for Boys about Boys
45777, The Works of Aphra Behn, Volume VI,The Works of Aphra Behn, Volume VI
45859, PatraÃ±as; or, Spanish Stories, Legendary and Traditional,PatraÃ±as; or, Spanish Stories, Legendary and Traditional
45883, Time and Time-Tellers,Time and Time-Tellers
45921, The Mahogany Tree,The Mahogany Tree
45992, Darwinism and Race Progress,Darwinism and Race Progress
46049, Twos and Threes,Twos and Threes
46165, The Book of Daniel Unlocked,The Book of Daniel Unlocked
46239, A Modest Meane to Mariage|pleasauntly set foorth by that famous Clarke Erasmus Roterodamus, and translated into Englishe by N.L.,A Modest Meane to Mariage
46316, Verdi: Man and Musician|His Biography with Especial Reference to His English Experiences,Verdi: Man and Musician
46361, Springfield in the Spanish American War,Springfield in the Spanish American War
46379, Human Origins,Human Origins
46475, The Green Hand: Adventures of a Naval Lieutenant,The Green Hand: Adventures of a Naval Lieutenant
465, The Mountains,The Mountains
46564, The Rights of War and Peace,The Rights of War and Peace
46585, The Chronicles of Crime or The New Newgate Calendar. v. 1/2|being a series of memoirs and anecdotes of notorious characters who have outraged the laws of Great Britain from the earliest period to 1841.,The Chronicles of Crime or The New Newgate Calendar. v. 1/2
46654, On an Irish Jaunting-Car Through Donegal and Connemara,On an Irish Jaunting-Car Through Donegal and Connemara
46714, Synthesis of 2-methyl-4-selenoquinazolone, 2-phenylbenzoselenazole, and its derivatives|Dissertation submitted in partial fulfillment of the requirements for the degree of Doctor of Philosophy in the Faculty of Pure Science of Columbia University,Synthesis of 2-methyl-4-selenoquinazolone, 2-phenylbenzoselenazole, and its derivatives
46754, A Short History of the Royal Navy, 1217 to 1688,A Short History of the Royal Navy, 1217 to 1688
46968, The Boy Scouts on War Trails in Belgium; Or, Caught Between Hostile Armies,The Boy Scouts on War Trails in Belgium; Or, Caught Between Hostile Armies
47028, Life Histories of North American Shore Birds, Part 1 (of 2),Life Histories of North American Shore Birds, Part 1 (of 2)
47105, Notes and Queries for Worcestershire,Notes and Queries for Worcestershire
47471, The Girls of Chequertrees,The Girls of Chequertrees
4760, Tillie, a Mennonite Maid; a Story of the Pennsylvania Dutch,Tillie, a Mennonite Maid; a Story of the Pennsylvania Dutch
47762, Records of Steam Boiler Explosions,Records of Steam Boiler Explosions
4825, The Rise of the Dutch Republic - Volume 23: 1576,The Rise of the Dutch Republic - Volume 23: 1576
50635, Dave Dawson with the Eighth Air Force,Dave Dawson with the Eighth Air Force
51193, Pictures Don't Lie,Pictures Don't Lie
51232, Psychotennis, Anyone?,Psychotennis, Anyone?
51274, Ambition,Ambition
51588, Security Plan,Security Plan
5163, Guy Garrick,Guy Garrick
5174, Allan and the Holy Flower,Allan and the Holy Flower
51762, Manx Fairy Tales,Manx Fairy Tales
51932, Journal of a Residence in America,Journal of a Residence in America
52225, The Temptation of St. Anthony,The Temptation of St. Anthony
5237, The Confessions of Harry Lorrequer - Volume 4,The Confessions of Harry Lorrequer - Volume 4
5257, The Broad Highway,The Broad Highway
5268, Courts and Criminals,Courts and Criminals
53175, The Scratch Pack,The Scratch Pack
53424, The Life of Robert, Lord Clive, Vol. 1 (of 3)|Collected from the Family Papers Communicated by the Earl of Powis,The Life of Robert, Lord Clive, Vol. 1 (of 3)
5361, The Inside of the Cup - Volume 06,The Inside of the Cup - Volume 06
5414, The Memoirs of Count Grammont - Volume 06,The Memoirs of Count Grammont - Volume 06
5559, Margery (Gred): A Tale Of Old Nuremberg - Volume 08,Margery (Gred): A Tale Of Old Nuremberg - Volume 08
5669, Considerations on Representative Government,Considerations on Representative Government
5713, Tales of War,Tales of War
5845, The Story of a Calico Clown,The Story of a Calico Clown
5938, The History of Don Quixote, Volume 2, Part 35,The History of Don Quixote, Volume 2, Part 35
6077, History of the Donner Party: A Tragedy of the Sierra,History of the Donner Party: A Tragedy of the Sierra
624, Looking Backward, 2000 to 1887,Looking Backward, 2000 to 1887
6347, Hobson's Choice: A Lancashire Comedy in Four Acts,Hobson's Choice: A Lancashire Comedy in Four Acts
6578, The Man on the Box,The Man on the Box
6580, Charter and Supplemental Charter of the Hudson's Bay Company,Charter and Supplemental Charter of the Hudson's Bay Company
6734, Drusilla with a Million,Drusilla with a Million
6852, Venus in Furs,Venus in Furs
6859, Songs of Labor, and Other Poems,Songs of Labor, and Other Poems
6911, The Majesty of Calmness; individual problems and posibilities,The Majesty of Calmness; individual problems and posibilities
7097, Autobiography of Ma-ka-tai-me-she-kia-kiak, or Black Hawk,Autobiography of Ma-ka-tai-me-she-kia-kiak, or Black Hawk
7208, Kathleen,Kathleen
7437, A Peep Behind the Scenes,A Peep Behind the Scenes
7449, Memoirs of General Lafayette|With an Account of His Visit to America and His Reception By the People of the United States; From His Arrival, August 15th, to the Celebration at Yorktown, October 19th, 1824.,Memoirs of General Lafayette
7522, King Coal : a Novel,King Coal : a Novel
7576, Widger's Quotes and Images from Monsieur de Camors by Octave Feuillet|The French Immortals: Quotes and Images,Widger's Quotes and Images from Monsieur de Camors by Octave Feuillet
7633, The Disowned - Volume 03,The Disowned - Volume 03
7635, The Disowned - Volume 05,The Disowned - Volume 05
7651, Kenelm Chillingly - Volume 02,Kenelm Chillingly - Volume 02
7656, Kenelm Chillingly - Volume 07,Kenelm Chillingly - Volume 07
8068, Expositions of Holy Scripture|Deuteronomy, Joshua, Judges, Ruth, and First Book of Samuel, Second Samuel, First Kings, and Second Kings chapters I to VII,Expositions of Holy Scripture
8127, Songs of Two Nations,Songs of Two Nations
8161, Fragments of Ancient Poetry,Fragments of Ancient Poetry
8169, Gargantua and Pantagruel, Illustrated, Book 4,Gargantua and Pantagruel, Illustrated, Book 4
8934, The Forest Lovers,The Forest Lovers
909, The Adventures of Col. Daniel Boon|Containing a Narrative of the Wars of Kentucke,The Adventures of Col. Daniel Boon
9601, The Poetical Works of Alexander Pope, Volume 2,The Poetical Works of Alexander Pope, Volume 2
961, Glinda of Oz|In Which Are Related the Exciting Experiences of Princess Ozma of Oz, and Dorothy, in Their Hazardous Journey to the Home of the Flatheads, and to the Magic Isle of the Skeezers, and How They Were Rescued from Dire Peril by the Sorcery of Glinda the Good,Glinda of Oz
97, Flatland: A Romance of Many Dimensions,Flatland: A Romance of Many Dimensions
9903, Way of the Lawless,Way of the Lawless
9911, The Torrents of Spring,The Torrents of Spring
9948, The Banner Boy Scouts Afloat|Or, The Secret of Cedar Island,The Banner Boy Scouts Afloat
9967, Mr. Waddington of Wyck,Mr. Waddington of Wyck
9978, The Happy Foreigner,The Happy Foreigner
bookID, title,title
10025, Gaslight Sonatas,Gaslight Sonatas
10221, Purple Springs,Purple Springs
1028, The Professor,The Professor
10443, The Rayner-Slade Amalgamation,The Rayner-Slade Amalgamation
1050, The Dark Lady of the Sonnets,The Dark Lady of the Sonnets
10585, My Strangest Case,My Strangest Case
10720, Doctor Pascal,Doctor Pascal
10736, Children of the Frost,Children of the Frost
11018, Samuel F. B. Morse, His Letters and Journals|In Two Volumes, Volume II,Samuel F. B. Morse, His Letters and Journals
11052, The Custom of the Country,The Custom of the Country
11113, Principal Cairns,Principal Cairns
1113, A Midsummer Night's Dream,A Midsummer Night's Dream
11167, Deccan Nursery Tales; or, Fairy Tales from the South,Deccan Nursery Tales; or, Fairy Tales from the South
11354, The Irrational Knot|Being the Second Novel of His Nonage,The Irrational Knot
11419, The Love Affairs of Great Musicians, Volume 2,The Love Affairs of Great Musicians, Volume 2
11441, The Solitary of Juan Fernandez, or the Real Robinson Crusoe,The Solitary of Juan Fernandez, or the Real Robinson Crusoe
