authorID,fullName,firstName,surName,title
aG29000311, Webster, Frank V., Frank V., Webster, 
aG29000312, Palmer, John, John, Palmer, 
aG29000313, Lee, Edmund, Edmund, Lee, 
aG29000314, Harrison, F. Bayford, F. Bayford, Harrison, 
aG29000315, Higgins, Violet Moore, Violet Moore, Higgins, 
aG29000316, Montgomery, Frances Trego, Frances Trego, Montgomery, 
aG29000317, Moore, Clement Clarke, Clement Clarke, Moore, 
aG29000318, Field, Eugene, Eugene, Field, 
aG29000319, Ollivant, Alfred, Alfred, Ollivant, 
aG2900032, Gilpin, William, William, Gilpin, 
aG29000320, Baum, L. Frank (Lyman Frank), L. Frank (Lyman Frank), Baum, 
aG29000321, Smith, George Adam, George Adam, Smith, 
aG29000322, Bidwell, Shelford, Shelford, Bidwell, 
aG29000323, Wellman, Manly Wade, Manly Wade, Wellman, 
aG29000324, Grigsby, Hugh Blair, Hugh Blair, Grigsby, 
aG29000325, Mason, Arthur, Arthur, Mason, 
aG29000326, Kellogg, Vernon L. (Vernon Lyman), Vernon L. (Vernon Lyman), Kellogg, 
aG29000327, Wellman, Mary, Mary, Wellman, 
aG29000328, Shimada, Sekko, Sekko, Shimada, 
aG29000329, Lanktree, Maud, Maud, Lanktree, 
aG2900033, Fogazzaro, Antonio, Antonio, Fogazzaro, 
aG29000330, Douglas, Alan, Captain, Alan, Douglas, Captain
aG29000331, Kendrick, Flora, Flora, Kendrick, 
aG29000332, Scott, Leader, Leader, Scott, 
aG29000333, Shipp, Horace, Horace, Shipp, 
aG29000334, United States. Work Projects Administration, United, States. Work Projects Administration, 
aG29000335, Fletcher, Archibald Lee, Archibald Lee, Fletcher, 
aG29000336, Leslie, Eliza, Eliza, Leslie, 
aG29000337, Smith, William Benjamin, William Benjamin, Smith, 
aG29000338, Wilson, Harry Leon, Harry Leon, Wilson, 
aG29000339, Turgenev, Ivan Sergeevich, Ivan Sergeevich, Turgenev, 
aG2900034, Agnetti, Mary Prichard, Mary Prichard, Agnetti, 
aG29000340, Garnett, Constance, Constance, Garnett, 
aG29000341, Massé, H. J. L. J. (Henri Jean Louis Joseph), H. J. L. J. (Henri Jean Louis Joseph), Massé, 
aG29000342, Shakespeare, William, William, Shakespeare, 
aG29000343, Marden, Orison Swett, Orison Swett, Marden, 
aG29000344, Ormsby, John, John, Ormsby, 
aG29000345, Cervantes Saavedra, Miguel de, Miguel de, Cervantes Saavedra, 
aG29000346, Doré, Gustave, Gustave, Doré, 
aG29000347, Peard, Frances Mary, Frances Mary, Peard, 
aG29000348, Farnham, Albert Burton, Albert Burton, Farnham, 
aG29000349, Beeton, Mrs. (Isabella Mary), Mrs. (Isabella Mary), Beeton, 
aG2900035, Burke, Edmund, Edmund, Burke, 
aG29000350, Hagedorn, Hermann, Hermann, Hagedorn, 
aG29000351, Jerrold, Blanchard, Blanchard, Jerrold, 
aG29000352, Longstreet, Helen Dortch, Helen Dortch, Longstreet, 
aG29000353, Benson, E. F. (Edward Frederic), E. F. (Edward Frederic), Benson, 
aG29000354, Episcopal Church. Diocese of Connecticut, Episcopal, Church. Diocese of Connecticut, 
aG29000355, Collins, W. W. (William Wiehe), W. W. (William Wiehe), Collins, 
aG29000356, Gilbert, George, George, Gilbert, 
aG29000357, Playtner, H. R., H. R., Playtner, 
aG29000358, Cooper, Henry St. John, Henry St. John, Cooper, 
aG29000359, Brooke, L. Leslie (Leonard Leslie), L. Leslie (Leonard Leslie), Brooke, 
aG2900036, Sheppard, William Ludwell, William Ludwell, Sheppard, 
aG29000360, Guyon, Jeanne Marie Bouvier de la Motte, Jeanne Marie Bouvier de la Motte, Guyon, 
aG29000361, Upham, T. C., Mrs., T. C., Upham, Mrs.
aG29000362, McLean, John, John, McLean, 
aG29000363, Ford, Ford Madox, Ford Madox, Ford, 
aG29000364, Schelling, George, George, Schelling, 
aG29000365, Washington, Booker T., Booker T., Washington, 
aG29000366, Dunbar, Paul Laurence, Paul Laurence, Dunbar, 
aG29000367, Kealing, H. T. (Hightower Theodore), H. T. (Hightower Theodore), Kealing, 
aG29000368, Fortune, Timothy Thomas, Timothy Thomas, Fortune, 
aG29000369, Du Bois, W. E. B. (William Edward Burghardt), W. E. B. (William Edward Burghardt), Du Bois, 
aG2900037, Pyrnelle, Louise Clarke, Louise Clarke, Pyrnelle, 
aG29000370, Smith, Wilford H., Wilford H., Smith, 
aG29000371, Chesnutt, Charles W. (Charles Waddell), Charles W. (Charles Waddell), Chesnutt, 
aG29000372, Hobart, George V. (George Vere), George V. (George Vere), Hobart, 
aG29000373, Willis, George, George, Willis, 
aG29000374, Pickering, James E., James E., Pickering, 
aG29000375, Foster, John Watson, John Watson, Foster, 
aG29000376, Mackay, Isabel Ecclestone, Isabel Ecclestone, Mackay, 
aG29000377, Cahan, Abraham, Abraham, Cahan, 
aG29000378, Seelye, Edward Eli, Edward Eli, Seelye, 
aG29000379, Birney, Catherine H., Catherine H., Birney, 
aG2900038, Hall, G. Stanley (Granville Stanley), G. Stanley (Granville Stanley), Hall, 
aG29000380, Fleming, May Agnes, May Agnes, Fleming, 
aG29000381, Guthrie, William, William, Guthrie, 
aG29000382, Martin, George Madden, George Madden, Martin, 
aG29000383, Ontario. Department of Education, Ontario., Department of Education, 
aG29000384, Daniels, Mabel W. (Mabel Wheeler), Mabel W. (Mabel Wheeler), Daniels, 
aG29000385, Roosevelt, Theodore, Theodore, Roosevelt, 
aG29000386, Austrian, Delia, Delia, Austrian, 
aG29000387, Duncker, Max, Max, Duncker, 
aG29000388, Abbott, Evelyn, Evelyn, Abbott, 
aG29000389, Douglas, Amanda M., Amanda M., Douglas, 
aG2900039, Freud, Sigmund, Sigmund, Freud, 
aG29000390, Wheeler, Janet D., Janet D., Wheeler, 
aG29000391, Ronald, Mary, Mary, Ronald, 
aG29000392, Cox, Irving E., Irving E., Cox, 
aG29000393, Hamilton, Schuyler, Schuyler, Hamilton, 
aG29000394, Pickard, Samuel T. (Samuel Thomas), Samuel T. (Samuel Thomas), Pickard, 
aG29000395, Snell, Roy J. (Roy Judson), Roy J. (Roy Judson), Snell, 
aG29000396, Hopkins, Ellice, Ellice, Hopkins, 
aG29000397, Sinclair, Upton, Upton, Sinclair, 
aG29000398, Aimard, Gustave, Gustave, Aimard, 
aG29000399, Wraxall, Lascelles, Sir, Lascelles, Wraxall, Sir
aG290004, Van Vechten, Carl, Carl, Van Vechten, 
aG2900040, Galt, John, John, Galt, 
aG29000400, Shaver, Richard S., Richard S., Shaver, 
aG29000401, Brame, Charlotte M., Charlotte M., Brame, 
aG29000402, Morford, Henry, Henry, Morford, 
aG29000403, Chambers, Robert, Robert, Chambers, 
aG29000404, MacDonald, George, George, MacDonald, 
aG29000405, Harris, Ella Isabel, Ella Isabel, Harris, 
aG29000406, Seneca, Lucius Annaeus, Lucius Annaeus, Seneca, 
aG29000407, Goodridge Roberts, Theodore, Theodore, Goodridge Roberts, 
aG29000408, Norton, Minerva Brace, Minerva Brace, Norton, 
aG29000409, Parker, Gray, Gray, Parker, 
aG2900041, Grant, James, James, Grant, 
aG29000410, Mead, Theodore H. (Theodore Hoe), Theodore H. (Theodore Hoe), Mead, 
aG29000411, Browne, Porter Emerson, Porter Emerson, Browne, 
aG29000412, Field, Cyril, Cyril, Field, 
aG29000413, Johnston, Harold Whetstone, Harold Whetstone, Johnston, 
aG29000414, Gratton, Henry Pearson, Henry Pearson, Gratton, 
aG29000415, Wortham, B. Hale, B. Hale, Wortham, 
aG29000416, Lever, Charles James, Charles James, Lever, 
aG29000417, Fildes, Luke, Sir, Luke, Fildes, Sir
aG29000418, Trollope, Frances Milton, Frances Milton, Trollope, 
aG29000419, Optic, Oliver, Oliver, Optic, 
aG2900042, Porter, James A., James A., Porter, 
aG29000420, Grayson, David, David, Grayson, 
aG29000421, Stearns, Samuel, Samuel, Stearns, 
aG29000422, Gilder, Jeannette L. (Jeannette Leonard), Jeannette L. (Jeannette Leonard), Gilder, 
aG29000423, Gilder, Joseph Benson, Joseph Benson, Gilder, 
aG29000424, Bull, Charles Livingston, Charles Livingston, Bull, 
aG29000425, Scoville, Samuel, Samuel, Scoville, 
aG29000426, Landon, Herman, Herman, Landon, 
aG29000427, United States. Department of the Interior, United, States. Department of the Interior, 
aG29000428, Seeger, Annabel Hord, Annabel Hord, Seeger, 
aG29000429, Pardo Bazán, Emilia, condesa de, Emilia, Pardo Bazán, condesa de
aG2900043, Opie, Amelia, Amelia, Opie, 
aG29000430, Rogers, Charles, Charles, Rogers, 
aG29000431, Wyatt, A. J. (Alfred John), A. J. (Alfred John), Wyatt, 
aG29000432, Eggleston, Edward, Edward, Eggleston, 
aG29000433, Lathrop, Dorothy Pulis, Dorothy Pulis, Lathrop, 
aG29000434, Fallgatter, Florence, Florence, Fallgatter, 
aG29000435, Gwynne, Elsie Wilson, Elsie Wilson, Gwynne, 
aG29000436, Ross, Percy, Percy, Ross, 
aG29000437, Macduff, John R. (John Ross), John R. (John Ross), Macduff, 
aG29000438, Richardson, James, James, Richardson, 
aG29000439, Murray, Gilbert, Gilbert, Murray, 
aG2900044, Howard, Edward, Edward, Howard, 
aG29000440, Showell, Walter, Walter, Showell, 
aG29000441, Harman, Thomas T., Thomas T., Harman, 
aG29000442, Studd, C. T. (Charles Thomas), C. T. (Charles Thomas), Studd, 
aG29000443, Bell, Clara, Clara, Bell, 
aG29000444, Holland, Rupert Sargent, Rupert Sargent, Holland, 
aG29000445, Giles, Herbert Allen, Herbert Allen, Giles, 
aG29000446, Baring, Maurice, Maurice, Baring, 
aG29000447, Bramah, Ernest, Ernest, Bramah, 
aG29000448, Dahn, Felix, Felix, Dahn, 
aG29000449, Martin, Charlotte M., Charlotte M., Martin, 
aG2900045, Marryat, Frederick, Frederick, Marryat, 
aG29000450, Martin, Benjamin Ellis, Benjamin Ellis, Martin, 
aG29000451, Reed, Chester A. (Chester Albert), Chester A. (Chester Albert), Reed, 
aG29000452, Smiles, Samuel, Samuel, Smiles, 
aG29000453, Farrand, Max, Max, Farrand, 
aG29000454, Dwight, Margaret Van Horn, Margaret Van Horn, Dwight, 
aG29000455, Vandercook, Margaret, Margaret, Vandercook, 
aG29000456, Moore, George Augustus, George Augustus, Moore, 
aG29000457, Laut, Agnes C., Agnes C., Laut, 
aG29000458, Barclay, Florence L. (Florence Louisa), Florence L. (Florence Louisa), Barclay, 
aG29000459, Yaco, Murray F., Murray F., Yaco, 
aG2900046, Kobbé, Gustav, Gustav, Kobbé, 
aG29000460, Brazil, Angela, Angela, Brazil, 
aG29000461, Lord, John, John, Lord, 
aG29000462, Frazer, James George, James George, Frazer, 
aG29000463, Ruskin, John, John, Ruskin, 
aG29000464, Doyle, Richard, Richard, Doyle, 
aG29000465, Barton, George A. (George Aaron), George A. (George Aaron), Barton, 
aG29000466, Wiggin, Kate Douglas Smith, Kate Douglas Smith, Wiggin, 
aG29000467, Baker, Sheridan Warner, Sheridan Warner, Baker, 
aG29000468, Lang, Andrew, Andrew, Lang, 
aG29000469, Jacobs, W. W. (William Wymark), W. W. (William Wymark), Jacobs, 
aG2900047, Duellman, William Edward, William Edward, Duellman, 
aG29000470, Marquis, Don, Don, Marquis, 
aG29000471, Babson, Roger Ward, Roger Ward, Babson, 
aG29000472, Braddon, M. E. (Mary Elizabeth), M. E. (Mary Elizabeth), Braddon, 
aG29000473, Herford, Oliver, Oliver, Herford, 
aG29000474, Altsheler, Joseph A. (Joseph Alexander), Joseph A. (Joseph Alexander), Altsheler, 
aG29000475, Spicer, William Ambrose, William Ambrose, Spicer, 
aG29000476, Ellis, Edward Sylvester, Edward Sylvester, Ellis, 
aG29000477, Ohnet, Georges, Georges, Ohnet, 
aG29000478, English, Douglas, Douglas, English, 
aG29000479, Morton, Samuel George, Samuel George, Morton, 
aG2900048, Trollope, Frances Eleanor, Frances Eleanor, Trollope, 
aG29000480, Wells, Hal K., Hal K., Wells, 
aG29000481, Werner, E., E., Werner, 
aG29000482, Brown, Helen Keer, Helen Keer, Brown, 
aG29000483, Munn, William Augustus, William Augustus, Munn, 
aG29000484, Sanders, Charles W. (Charles Walton), Charles W. (Charles Walton), Sanders, 
aG29000485, Locke, David Ross, David Ross, Locke, 
aG29000486, Nast, Thomas, Thomas, Nast, 
aG29000487, Sweeting, W. D. (Walter Debenham), W. D. (Walter Debenham), Sweeting, 
aG29000488, Schumann, Robert, Robert, Schumann, 
aG29000489, Pierson, Henry Hugo, Henry Hugo, Pierson, 
aG2900049, Stubbs, William Carter, William Carter, Stubbs, 
aG29000490, Peary, Robert E. (Robert Edwin), Robert E. (Robert Edwin), Peary, 
aG29000491, Henson, Matthew Alexander, Matthew Alexander, Henson, 
aG29000492, Haggard, H. Rider (Henry Rider), H. Rider (Henry Rider), Haggard, 
aG29000493, Orban, Paul, Paul, Orban, 
aG29000494, Holden, Fox B., Fox B., Holden, 
aG29000495, Norfolk, Horatio Edward, Horatio Edward, Norfolk, 
aG29000496, Biddulph, J. (John), J. (John), Biddulph, 
aG29000497, O'Brien, Edward Joseph Harrington, Edward Joseph Harrington, O'Brien, 
aG29000498, Neill, John R. (John Rea), John R. (John Rea), Neill, 
aG29000499, Vogel, Nancy Casteel, Nancy Casteel, Vogel, 
aG290005, Carryl, Guy Wetmore, Guy Wetmore, Carryl, 
aG2900050, Fox, Richard C., Richard C., Fox, 
aG29000500, Haddon, Trevor, Trevor, Haddon, 
aG29000501, Calvert, Albert Frederick, Albert Frederick, Calvert, 
aG29000502, Del Rey, Lester, Lester, Del Rey, 
aG29000503, Ross, Mary, Lady, Mary, Ross, Lady
aG29000504, Dougall, L. (Lily), L. (Lily), Dougall, 
aG29000505, Lincoln, Joseph Crosby, Joseph Crosby, Lincoln, 
aG29000506, Payne, John, John, Payne, 
aG29000507, Ewing, Juliana Horatia Gatty, Juliana Horatia Gatty, Ewing, 
aG29000508, Kelland, Clarence Budington, Clarence Budington, Kelland, 
aG29000509, Graham, Harry, Harry, Graham, 
aG2900051, Waugh, Ida, Ida, Waugh, 
aG29000510, Leslie, Madeline, Madeline, Leslie, 
aG29000511, Methuen & Co., Methuen, & Co., 
aG29000512, Lillibridge, Will, Will, Lillibridge, 
aG29000513, Smith, Goldwin, Goldwin, Smith, 
aG29000514, Ross, Frederick, Frederick, Ross, 
aG29000515, Carter, Herbert, active 1909-1917, Herbert, Carter, active 1909-1917
aG29000516, Parrish, Randall, Randall, Parrish, 
aG29000517, Parker, Gilbert, Gilbert, Parker, 
aG29000518, Eley, C. King, C. King, Eley, 
aG29000519, Springer, Norman, Norman, Springer, 
aG2900052, Marshall, Caroline Louise, Caroline Louise, Marshall, 
aG29000520, Burroughs, John, John, Burroughs, 
aG29000521, Thorne, Guy, Guy, Thorne, 
aG29000522, Coffey, P. (Peter), P. (Peter), Coffey, 
aG29000523, Jeffery, Reginald W. (Reginald Welbury), Reginald W. (Reginald Welbury), Jeffery, 
aG29000524, Graetz, Heinrich, Heinrich, Graetz, 
aG29000525, Gorfinkle, Joseph I. (Joseph Isaac), Joseph I. (Joseph Isaac), Gorfinkle, 
aG29000526, Hancock, H. Irving (Harrie Irving), H. Irving (Harrie Irving), Hancock, 
aG29000527, Fontenay, Charles L., Charles L., Fontenay, 
aG29000528, Freas, Kelly, Kelly, Freas, 
aG29000529, Paget, Walter, Walter, Paget, 
aG2900053, Harris, Frank, Frank, Harris, 
aG29000530, Walter, William W., William W., Walter, 
aG29000531, Wrenn, Charles L. (Charles Lewis), Charles L. (Charles Lewis), Wrenn, 
aG29000532, Speed, Nell, Nell, Speed, 
aG29000533, Smith, Francis Hopkinson, Francis Hopkinson, Smith, 
aG29000534, Andrews, Mary Raymond Shipman, Mary Raymond Shipman, Andrews, 
aG29000535, Feuillet, Octave, Octave, Feuillet, 
aG29000536, Slesar, Henry, Henry, Slesar, 
aG29000537, Bartlett, Vernon, Vernon, Bartlett, 
aG29000538, Belloc, Hilaire, Hilaire, Belloc, 
aG29000539, B. T. B. (Basil Temple Blackwood), B., T. B. (Basil Temple Blackwood), 
aG2900054, Morse, Edward Sylvester, Edward Sylvester, Morse, 
aG29000540, Meyer, Kuno, Kuno, Meyer, 
aG29000541, Dalton, William, William, Dalton, 
aG29000542, Sibley, Don, Don, Sibley, 
aG29000543, Wallace, F. L. (Floyd L.), F. L. (Floyd L.), Wallace, 
aG29000544, Chapin, Anna Alice, Anna Alice, Chapin, 
aG29000545, Cram, Allan G. (Allan Gilbert), Allan G. (Allan Gilbert), Cram, 
aG29000546, Stimson, Frederic Jesup, Frederic Jesup, Stimson, 
aG29000547, Gregory, Augustus Charles, Augustus Charles, Gregory, 
aG29000548, Gregory, Francis Thomas, Francis Thomas, Gregory, 
aG29000549, MacKenzie, Compton, Compton, MacKenzie, 
aG2900055, Galsworthy, John, John, Galsworthy, 
aG29000550, Weston, George, George, Weston, 
aG29000551, Wallace, Dillon, Dillon, Wallace, 
aG2900056, Scott, Jonathan, Jonathan, Scott, 
aG2900057, Seton, Ernest Thompson, Ernest Thompson, Seton, 
aG2900058, Finley, Martha, Martha, Finley, 
aG2900059, Machray, Robert, Robert, Machray, 
aG290006, Bacon, Peggy, Peggy, Bacon, 
aG2900060, Gilder, William H. (William Henry), William H. (William Henry), Gilder, 
aG2900061, Francis, J. G. (Joseph Greene), J. G. (Joseph Greene), Francis, 
aG2900062, Prater, Ernest, Ernest, Prater, 
aG2900063, Westerman, Percy F. (Percy Francis), Percy F. (Percy Francis), Westerman, 
aG2900064, Castleman, Virginia Carter, Virginia Carter, Castleman, 
aG2900065, Safford, Mary J., Mary J., Safford, 
aG2900066, Ebers, Georg, Georg, Ebers, 
aG2900067, Browne, Thomas, Sir, Thomas, Browne, Sir
aG2900068, Sayle, Charles, Charles, Sayle, 
aG2900069, Coleridge, Samuel Taylor, Samuel Taylor, Coleridge, 
aG290007, Twain, Mark, Mark, Twain, 
aG2900070, Kingsley, Charles, Charles, Kingsley, 
aG2900071, Weinbaum, Stanley G. (Stanley Grauman), Stanley G. (Stanley Grauman), Weinbaum, 
aG2900072, Smith, Alice Josephine, Alice Josephine, Smith, 
aG2900073, Satterlee, Marion, Marion, Satterlee, 
aG2900074, Parsons, Frances Theodora, Frances Theodora, Parsons, 
aG2900075, Lewis, Alfred Henry, Alfred Henry, Lewis, 
aG2900076, Lytton, Edward Bulwer Lytton, Baron, Edward Bulwer Lytton, Lytton, Baron
aG2900077, Wild, Joseph, Joseph, Wild, 
aG2900078, Child, Lydia Maria, Lydia Maria, Child, 
aG2900079, Meredith, George, George, Meredith, 
aG290008, Janvier, Thomas A. (Thomas Allibone), Thomas A. (Thomas Allibone), Janvier, 
aG2900080, Harte, Bret, Bret, Harte, 
aG2900081, Rackham, Arthur, Arthur, Rackham, 
aG2900082, Steel, Flora Annie Webster, Flora Annie Webster, Steel, 
aG2900083, Garis, Howard Roger, Howard Roger, Garis, 
aG2900084, Phelps, Elizabeth Stuart, Elizabeth Stuart, Phelps, 
aG2900085, Pearse, Susan Beatrice, Susan Beatrice, Pearse, 
aG2900086, Coombe, Florence, Florence, Coombe, 
aG2900087, Villa Ramírez, Bernardo, Bernardo, Villa Ramírez, 
aG2900088, Hall, E. Raymond (Eugene Raymond), E. Raymond (Eugene Raymond), Hall, 
aG2900089, Simak, Clifford D., Clifford D., Simak, 
aG290009, Alden, W. L. (William Livingston), W. L. (William Livingston), Alden, 
aG2900090, Brontë, Anne, Anne, Brontë, 
aG2900091, Conscience, Hendrik, Hendrik, Conscience, 
aG2900092, Lucas, E. V. (Edward Verrall), E. V. (Edward Verrall), Lucas, 
aG2900093, Griggs, Frederick Landseer Maur, Frederick Landseer Maur, Griggs, 
aG2900094, Burleigh, Cyril, Cyril, Burleigh, 
aG2900095, Bain, F. W. (Francis William), F. W. (Francis William), Bain, 
aG2900096, Sloane, William Milligan, William Milligan, Sloane, 
aG2900097, Elwes, R. H. M. (Robert Harvey Monro), R. H. M. (Robert Harvey Monro), Elwes, 
aG2900098, Spinoza, Benedictus de, Benedictus de, Spinoza, 
aG2900099, Hobson, J. A. (John Atkinson), J. A. (John Atkinson), Hobson, 
aH295001, Langton, H. H. (Hugh Hornby), H. H. (Hugh Hornby), Langton, 
aH2950010, Bandelier, Adolph Francis Alphonse, Adolph Francis Alphonse, Bandelier, 
aH29500100, Isham, Frederic Stewart, Frederic Stewart, Isham, 
aH29500101, Molesworth, Mrs., Mrs., Molesworth, 
aH29500102, Wingfield, Lewis, Lewis, Wingfield, 
aH29500103, Curtis, Alice Turner, Alice Turner, Curtis, 
aH29500104, Cooke, Edna, Edna, Cooke, 
aH29500105, Cruikshank, George, George, Cruikshank, 
aH29500106, Jenkins, Thomas H., Thomas H., Jenkins, 
aH29500107, Straus, Oscar S. (Oscar Solomon), Oscar S. (Oscar Solomon), Straus, 
aH29500108, Hunter, William Crosbie, William Crosbie, Hunter, 
aH29500109, McNeill, Ronald, Ronald, McNeill, 
aH2950011, Erasmus, Desiderius, Desiderius, Erasmus, 
aH29500110, Lytton, Edward Bulwer Lytton, Baron, Edward Bulwer Lytton, Lytton, Baron
aH29500111, Chesterton, G. K. (Gilbert Keith), G. K. (Gilbert Keith), Chesterton, 
aH29500112, Haw, George, George, Haw, 
aH29500113, Van Name, Addison, Addison, Van Name, 
aH29500114, Hodgson, E. S. (Edward Smith), E. S. (Edward Smith), Hodgson, 
aH29500115, Marten, Edward Bindon, Edward Bindon, Marten, 
aH29500116, Huxley, Thomas Henry, Thomas Henry, Huxley, 
aH29500117, Cohen, Reuben, Reuben, Cohen, 
aH29500118, Bain, R. Nisbet (Robert Nisbet), R. Nisbet (Robert Nisbet), Bain, 
aH29500119, Nisbet, Noel L. (Noel Laura), Noel L. (Noel Laura), Nisbet, 
aH2950012, Leigh, Nicholas, Nicholas, Leigh, 
aH29500120, Hudson's Bay Company, Hudson's, Bay Company, 
aH29500121, Carlyle, Thomas, Thomas, Carlyle, 
aH29500122, Forde, Gertrude, Gertrude, Forde, 
aH29500123, Crane, Laura Dent, Laura Dent, Crane, 
aH29500124, O'Brien, Frederick, Frederick, O'Brien, 
aH29500125, Bloundelle-Burton, John, John, Bloundelle-Burton, 
